,GEO_ID,NAME,DP03_0001E,DP03_0002E,DP03_0003E,DP03_0004E,DP03_0005E,DP03_0006E,DP03_0007E,DP03_0008E,DP03_0009E,DP03_0010E,DP03_0011E,DP03_0012E,DP03_0013E,DP03_0014E,DP03_0015E,DP03_0016E,DP03_0017E,DP03_0018E,DP03_0019E,DP03_0020E,DP03_0021E,DP03_0022E,DP03_0023E,DP03_0024E,DP03_0025E,DP03_0026E,DP03_0027E,DP03_0028E,DP03_0029E,DP03_0030E,DP03_0031E,DP03_0032E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0044E,DP03_0045E,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,DP03_0051E,DP03_0052E,DP03_0053E,DP03_0054E,DP03_0055E,DP03_0056E,DP03_0057E,DP03_0058E,DP03_0059E,DP03_0060E,DP03_0061E,DP03_0062E,DP03_0063E,DP03_0064E,DP03_0065E,DP03_0066E,DP03_0067E,DP03_0068E,DP03_0069E,DP03_0070E,DP03_0071E,DP03_0072E,DP03_0073E,DP03_0074E,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,DP03_0086E,DP03_0087E,DP03_0088E,DP03_0089E,DP03_0090E,DP03_0091E,DP03_0092E,DP03_0093E,DP03_0094E,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E,DP03_0119E,DP03_0120E,DP03_0121E,DP03_0122E,DP03_0123E,DP03_0124E,DP03_0125E,DP03_0126E,DP03_0127E,DP03_0128E,DP03_0129E,DP03_0130E,DP03_0131E,DP03_0132E,DP03_0133E,DP03_0134E,DP03_0135E,DP03_0136E,DP03_0137E
685,0500000US17179,"Tazewell County, Illinois",106491,66300,66159,63328,2831,141,40191,66159,(X),54228,31466,31460,30315,9127,6160,19858,15075,62492,54248,4416,380,847,701,1900,21.3,63328,22793,9976,15119,5505,9935,63328,1024,3926,9990,1499,7851,3306,721,4099,4666,15178,5008,3309,2751,63328,53677,6878,2666,107,54613,2227,1719,4421,5046,7851,11388,7693,8956,2747,2565,62342,80041,40946,79957,17792,20405,14689,27241,2644,10294,1047,2728,6003,36888,939,545,1770,2561,4731,7567,6031,7843,2568,2333,76386,93355,33077,17725,37615,49340,35823,56582,39469,131396,126519,101544,45820,4877,31997,666,76439,60856,58410,55671,51182,5978,2739,2446,2128,1301,939,318,15583,14445,9547,5983,1138,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
686,0500000US17181,"Union County, Illinois",13956,7657,7657,7148,509,0,6299,7657,(X),7035,3426,3426,3219,1017,748,2371,1747,7027,5862,643,34,40,133,315,24.8,7148,2085,1737,1134,897,1295,7148,344,438,622,57,812,428,58,226,397,2327,563,286,590,7148,5006,1607,491,44,6669,499,463,810,728,896,1252,911,714,235,161,49182,62746,4528,63631,2655,17323,1899,33687,299,8425,272,2482,1037,4679,203,150,473,439,700,931,770,635,224,154,58201,73257,25416,1990,24375,34692,29626,44301,38603,16974,16004,10565,7825,970,3792,142,9882,6980,6531,6001,5130,1108,530,449,383,89,294,66,2902,2696,1265,1606,206,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
687,0500000US17183,"Vermilion County, Illinois",61864,34131,34118,31575,2543,13,27733,34118,(X),31382,16625,16613,15394,5781,4105,11537,8407,31216,26353,2316,238,813,203,1293,19.7,31575,8622,6347,6466,3016,7124,31575,835,1712,5145,1313,3802,1823,334,1791,1852,7808,2392,1683,1085,31575,24727,4542,2236,70,31180,2789,1747,3866,3557,4782,6046,3612,3127,1103,551,45384,59615,21468,61248,11718,18625,7665,23350,1717,10322,653,2448,5232,19598,1426,724,1700,1873,2767,4163,2841,2709,949,446,57269,69463,24272,11582,30476,40615,30963,45481,35461,75825,71169,47669,34968,4656,19756,699,42197,31146,28819,26579,22984,4311,2240,2327,1704,419,1310,623,11051,10010,4600,6316,1041,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
688,0500000US17185,"Wabash County, Illinois",9292,5657,5657,5325,332,0,3635,5657,(X),4802,2612,2612,2489,864,613,1570,1221,5217,4398,458,9,71,42,239,20.4,5325,1545,964,893,626,1297,5325,426,305,1091,83,503,417,56,150,309,1292,294,258,141,5325,4204,589,514,18,4896,303,296,619,525,646,933,778,534,154,108,51432,63491,3432,65909,1950,18891,1088,22028,373,10275,109,1872,678,3279,84,61,326,232,441,765,695,433,144,98,67905,76693,26850,1617,25186,34572,28212,51086,30730,11494,10778,7907,4920,716,2655,83,6620,5120,4857,4379,3914,725,478,263,241,77,187,22,1500,1368,732,771,132,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
689,0500000US17187,"Warren County, Illinois",13924,8669,8663,8086,577,6,5255,8663,(X),7125,4190,4190,3952,1173,705,2527,1899,7937,6194,755,72,375,145,396,19.1,8086,2520,1477,1415,741,1933,8086,446,275,1510,222,711,524,81,287,426,2607,548,266,183,8086,6588,887,562,49,6690,413,261,751,598,1344,1317,821,796,166,223,49607,66183,5125,60971,2506,18405,1526,22871,205,7883,155,1610,723,4508,180,95,327,261,980,995,631,694,145,200,61457,76554,26082,2182,28582,41067,26042,45779,36871,17143,16566,12026,6997,577,4133,53,9963,7829,7332,7026,6110,1052,306,497,450,169,281,47,2134,1966,1364,663,168,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
690,0500000US17189,"Washington County, Illinois",11410,7437,7437,7121,316,0,3973,7437,(X),5727,3407,3407,3234,972,780,1903,1560,6965,5969,458,54,172,58,254,25,7121,2265,1038,1436,803,1579,7121,627,414,1239,160,788,517,34,399,379,1531,447,244,342,7121,5532,1048,498,43,5975,242,193,559,600,879,1190,967,861,282,202,59469,75730,4471,78164,1971,19422,1280,25303,177,11466,54,2994,525,4038,114,43,192,257,526,872,847,780,226,181,75338,89454,32394,1937,31741,44146,36716,50580,36017,13951,13452,10769,4666,499,3128,38,8222,6792,6538,6200,5767,552,338,254,222,123,106,32,1430,1373,884,589,57,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
691,0500000US17191,"Wayne County, Illinois",13140,7795,7779,7507,272,16,5345,7779,(X),6659,3460,3458,3271,1172,727,2439,1787,7450,6076,665,61,145,45,458,24.3,7507,1916,1220,1476,953,1942,7507,861,282,1580,250,800,509,75,301,288,1619,304,361,277,7507,6060,798,633,16,7075,390,462,751,816,1134,1571,946,707,163,135,49764,60785,4927,62005,2769,18197,1430,19544,471,9587,205,4106,1051,4522,172,97,368,411,721,1220,675,607,128,123,58493,71091,26362,2553,30070,38515,32711,43619,35259,16435,15192,10806,7147,1243,3913,378,9117,6920,6684,6096,5365,874,588,236,202,101,106,34,2197,1971,979,1168,226,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
692,0500000US17193,"White County, Illinois",11254,6433,6433,5926,507,0,4821,6433,(X),5814,3033,3033,2808,969,629,1964,1511,5793,4852,639,6,64,30,202,25.2,5926,1728,985,1081,915,1217,5926,731,366,801,172,562,335,70,247,328,1388,377,325,224,5926,4604,741,581,0,6082,502,324,734,625,970,1260,864,467,238,98,47773,58877,4221,60769,2459,18783,1133,22665,310,10252,142,3361,926,3913,124,84,367,321,616,906,746,445,224,80,60334,71857,25859,2169,25389,32501,30900,49589,32588,13688,12934,8951,6237,754,3178,90,7678,5929,5444,4980,4359,789,464,485,399,116,320,86,1749,1636,815,894,113,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
693,0500000US17195,"Whiteside County, Illinois",45354,27880,27864,26393,1471,16,17474,27864,(X),23124,13333,13321,12685,3997,3025,8013,6350,25948,22000,2294,82,463,351,758,19.4,26393,6969,5176,5579,2311,6358,26393,660,1132,5576,641,3280,1623,425,995,1567,6047,2173,1379,895,26393,21668,3448,1220,57,23346,1042,941,2649,2640,3652,4723,3282,2693,931,793,53828,69695,17127,67626,8689,20291,6126,22089,1001,10382,492,2109,3063,15278,348,276,1083,1416,2202,3413,2732,2386,716,706,66908,82035,29167,8068,31717,43346,30004,49251,33038,55523,52805,39020,22250,2718,13380,281,31320,25169,23906,22332,19660,3333,1574,1263,899,443,477,364,6151,5671,3604,2483,480,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
694,0500000US17197,"Will County, Illinois",533442,367773,367506,348560,18946,267,165669,367506,(X),270931,171616,171592,163084,49105,33420,123218,90361,342389,287287,20663,12986,2641,3515,15297,33.2,348560,126539,56346,80933,29237,55505,348560,1496,22870,38540,11100,41744,27841,7133,23303,37825,77514,31172,15314,12708,348560,298790,38583,10893,294,227848,7387,4798,13631,15322,22326,39146,31996,47952,24151,21139,83504,102746,190064,104345,60781,21161,39335,32186,7283,11200,3870,3096,21426,171789,3433,2064,6500,8460,14418,27903,25301,41833,22251,19626,97733,115724,35259,56059,44548,57592,40416,66607,47342,681426,643207,535596,174150,38219,186769,4684,412855,340803,324300,301908,283254,24104,22392,16503,13353,9170,4522,3150,72052,64695,48026,20519,7357,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
695,0500000US17199,"Williamson County, Illinois",54017,30742,30704,28899,1805,38,23275,30704,(X),27135,14779,14772,14176,4457,3258,9450,7655,28540,24045,2211,204,602,330,1148,22.1,28899,9425,6381,6457,2601,4035,28899,640,1539,2598,564,3635,1411,399,1748,1656,8899,2700,1331,1779,28899,21169,5884,1812,34,27089,1908,1694,3201,2993,3953,5021,3263,3488,895,673,49053,64486,19007,68291,10020,18319,6317,25920,1349,9828,1328,3304,4151,17327,580,353,1515,1464,2571,3615,2763,3018,846,602,64975,79217,26756,9762,26523,36170,31092,51049,36683,65328,61574,43556,27639,3754,15348,255,38254,28731,27145,24829,21578,4097,2316,1586,1225,449,850,361,9523,8701,4448,4855,822,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
696,0500000US17201,"Winnebago County, Illinois",226507,146107,146055,132751,13304,52,80400,146055,(X),117474,70346,70346,64090,20464,15096,42530,32697,130357,107735,12857,1664,1477,1810,4814,22.3,132751,40412,23788,29913,9779,28859,132751,590,7074,30059,3402,14819,7022,1892,5828,11999,28414,11610,6457,3585,132751,113285,12960,6249,257,114608,8273,5764,12315,11758,16138,22096,14845,14121,5385,3913,52743,69030,86904,69237,38899,19431,22192,24074,5873,10793,4049,3106,20355,73716,3618,2040,5669,6003,9942,15066,11309,11748,4847,3474,64366,81718,28250,40892,31508,42938,30846,51692,38230,283046,264500,184149,120183,18546,70818,2467,166420,132857,121517,111479,96622,18117,10038,11340,9205,3676,5898,2135,33563,29852,15408,16905,3711,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
697,0500000US17203,"Woodford County, Illinois",30489,19619,19603,18800,803,16,10870,19603,(X),15512,8933,8933,8668,2800,1818,6552,4829,18544,16047,1178,77,376,99,767,22.6,18800,7079,3140,4213,1754,2614,18800,590,1147,3032,699,2132,832,351,1295,1305,4178,1655,1086,498,18800,16080,1623,1064,33,14566,461,530,955,958,1789,3024,2293,2436,1243,877,71867,91250,11279,90662,4776,21505,3592,29463,486,10763,166,3395,1064,10687,202,278,335,499,1100,2152,2007,2230,1087,797,82710,104283,35104,3879,40836,52632,36233,62038,41435,38239,36809,31316,11348,1430,10163,249,21947,17687,17023,16194,15274,1360,829,664,568,353,265,96,4260,4004,3014,1348,256,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
698,0500000US18001,"Adams County, Indiana",25271,16122,16122,15536,586,0,9149,16122,(X),12847,7083,7083,6822,3475,1548,6945,4134,15227,11264,2605,0,342,321,695,22.9,15536,3828,2380,2957,2040,4331,15536,420,1376,4830,371,1527,509,283,584,894,2645,821,940,336,15536,12990,1207,1263,76,12476,660,623,1439,1603,1778,2701,1772,1322,298,280,51713,62954,9590,64854,3904,20328,2585,12831,532,12174,169,3838,994,8692,217,198,766,824,1238,2088,1558,1234,298,271,63838,74910,22514,3784,28136,33571,30846,42923,34288,34760,28200,23303,9389,6560,11428,3186,18413,14740,14282,12260,11664,930,2022,458,285,233,65,173,3673,2610,1648,1256,1063,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
699,0500000US18003,"Allen County, Indiana",284667,189778,189682,179102,10580,96,94889,189682,(X),147460,91398,91398,86005,30806,20656,60936,44428,175734,147745,15482,1255,2367,1532,7353,21.4,179102,60448,29947,40408,13217,35082,179102,869,9946,32511,5890,20758,7974,3568,11662,15061,40728,17139,9120,3876,179102,157049,14602,7276,175,143500,8643,6523,15043,15960,20861,28967,19119,17565,5651,5168,53402,71088,113282,72682,42101,20417,25568,18991,7295,10278,3086,3902,16902,93312,3789,2659,6224,7602,12555,20102,15637,15113,4947,4684,66713,85247,28239,50188,32009,41571,31498,49300,36224,366359,331825,250044,120006,34534,100808,6565,216192,173468,164331,146008,135310,14410,18323,9137,6242,3623,2918,2895,42724,36427,21332,17341,6297,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
700,0500000US18005,"Bartholomew County, Indiana",64387,42243,42234,40192,2042,9,22144,42234,(X),32156,18545,18545,17505,6286,3632,12373,9302,39495,33248,3633,171,543,503,1397,19.4,40192,16541,6179,6769,2763,7940,40192,237,2087,13361,653,4179,1001,256,1477,3122,7977,3464,1265,1113,40192,35162,3056,1914,60,31669,1703,1468,2689,3196,4086,6283,4395,4555,1979,1315,59045,75967,24694,78049,9806,20745,6503,17357,1361,10312,451,2707,3075,20938,736,609,1114,1515,2547,4279,3653,3771,1602,1112,72839,88127,30515,10731,35374,48980,33895,54350,38573,81079,73679,59635,24527,7400,20599,1798,48112,38769,37012,33341,31677,2602,3671,1757,1144,684,489,613,9343,8040,5202,3462,1303,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
701,0500000US18007,"Benton County, Indiana",6789,4253,4253,4073,180,0,2536,4253,(X),3504,1914,1914,1834,705,395,1337,788,3927,3162,437,13,104,25,186,26.8,4073,976,639,909,465,1084,4073,278,273,777,133,529,272,43,178,194,846,204,232,114,4073,3023,642,379,29,3403,154,233,365,429,633,691,418,383,66,31,46188,57404,2703,53850,1205,19623,683,14680,222,8819,54,2802,447,2229,76,46,202,260,391,537,309,312,66,30,55031,65925,23322,1174,30179,37973,27553,42261,32316,8585,7695,5520,3364,890,2284,185,4867,3829,3673,3195,2902,399,478,156,93,63,30,63,1038,874,413,548,164,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
702,0500000US18009,"Blackford County, Indiana",9878,5713,5713,5348,365,0,4165,5713,(X),4997,2654,2654,2479,734,490,1641,1296,5298,4582,419,24,139,59,75,23,5348,1324,800,938,606,1680,5348,114,204,1606,81,531,290,77,154,289,1275,240,292,195,5348,4430,592,326,0,5225,327,242,605,1037,843,979,639,374,97,82,42217,57397,3597,57349,2190,19675,1277,13790,334,11272,89,2052,755,3428,163,66,234,489,625,784,576,316,96,79,53734,68246,24663,1797,26188,32021,28058,41265,32135,11969,11133,8256,4924,836,2690,137,6849,5236,4891,4535,4228,417,356,345,234,81,153,111,1613,1381,663,925,232,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
703,0500000US18011,"Boone County, Indiana",48990,34644,34553,33689,864,91,14346,34553,(X),25140,16278,16278,15913,5299,3723,11394,8104,33026,28256,2040,58,327,549,1796,24.6,33689,17011,4123,6371,2055,4129,33689,427,2350,4708,1310,2983,1823,887,2168,4513,7847,2325,1315,1033,33689,28529,3125,2008,27,24645,821,468,1400,1778,2789,4012,3544,4276,2400,3157,80567,116749,21068,117170,6020,22552,3719,24188,754,11374,260,2885,1334,18124,275,123,623,860,1657,2809,2950,3661,2230,2936,97669,136337,44712,6521,41411,57832,42618,69849,48157,63628,60222,52814,14124,3406,18092,740,37744,31797,30986,29124,28098,1733,1862,811,528,436,106,283,5947,5452,4077,1775,495,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
704,0500000US18013,"Brown County, Indiana",12713,7371,7371,7022,349,0,5342,7371,(X),6467,3486,3486,3337,731,449,1836,1197,6797,5766,581,9,88,15,338,32.9,7022,2220,1057,1667,916,1162,7022,24,853,1343,157,1029,265,80,334,250,1301,735,411,240,7022,5608,650,746,18,6093,374,180,574,564,727,1186,955,990,274,269,61455,81697,4571,79288,2701,20811,1716,24591,201,9358,130,6372,359,4430,102,68,327,351,470,884,847,945,256,180,76016,89190,33617,1663,32716,52487,30951,54688,36691,14902,13226,9956,5484,1676,2821,219,8703,6575,6241,5246,4911,464,995,334,251,161,101,83,2128,1749,1010,811,379,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
705,0500000US18015,"Carroll County, Indiana",15989,9644,9644,9242,402,0,6345,9644,(X),8080,4270,4270,4048,1294,813,2881,2033,9119,7555,1040,19,149,109,247,28.6,9242,2584,1310,1517,1303,2528,9242,368,858,2365,208,845,613,42,231,599,1932,491,430,260,9242,7592,1079,553,18,7880,210,290,936,887,1174,1732,905,1123,402,221,56429,70864,6007,69984,2953,19718,1706,21954,254,11897,68,2660,346,5468,106,131,364,544,740,1224,743,1052,359,205,67188,82077,28430,2412,33590,41301,33433,49268,37330,19882,17826,14435,6452,2056,4853,540,11337,8775,8442,7576,7313,481,866,333,120,81,39,213,2562,2125,1453,912,437,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
706,0500000US18017,"Cass County, Indiana",30358,18199,18199,17098,1101,0,12159,18199,(X),15234,8350,8350,7896,2594,1725,5532,3821,16768,13927,2007,80,231,197,326,20.5,17098,4243,2846,2969,1725,5315,17098,380,1076,5421,281,1707,792,195,487,831,3846,797,433,852,17098,14066,2241,756,35,14666,842,728,1981,1865,2302,3121,1542,1688,423,174,47545,59773,10921,58703,5479,19550,3302,19259,689,9370,240,6981,1424,9606,473,141,581,967,1534,2484,1372,1519,371,164,60017,71170,23918,5060,25430,34565,29914,41584,32191,37266,33344,25579,12956,3922,9339,680,21613,16623,15572,13980,12998,1246,1592,1051,688,426,273,363,4990,3765,2178,1886,1225,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
707,0500000US18019,"Clark County, Indiana",92307,60832,60811,57679,3132,21,31475,60811,(X),47885,29544,29544,28229,8410,5543,16675,12839,56749,48431,4699,418,525,388,2288,23.9,57679,18165,9667,13030,4782,12035,57679,310,3378,9613,1129,7120,4353,918,3844,4373,12191,5599,2668,2183,57679,49412,5663,2525,79,44275,1976,1776,4379,4573,7327,8874,6415,6015,1691,1249,54240,70409,34269,71542,14961,19438,9245,19332,1951,9771,486,4296,3418,28584,791,369,1778,2270,4627,5827,4992,5282,1555,1093,68683,83060,28525,15691,35002,44837,33466,47680,37118,114190,104467,83000,36498,9723,27889,1689,69355,55440,52508,47407,44868,4215,5101,2932,1883,1323,626,1049,13915,12094,6916,6594,1821,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
708,0500000US18021,"Clay County, Indiana",20823,12952,12904,12218,686,48,7871,12904,(X),10718,6173,6173,5740,1617,1147,4125,3153,12039,10125,1340,4,184,111,275,27.4,12218,3389,2298,2162,1170,3199,12218,311,686,3080,229,1326,621,109,452,655,2704,806,510,729,12218,9973,1705,533,7,10510,521,423,1168,1279,1494,2481,1328,1265,434,117,53021,62688,8040,62325,3764,20111,2388,17865,515,11397,130,1362,1319,7487,345,157,561,709,1051,1845,1115,1182,405,117,62970,71646,25290,3023,31723,38777,31305,48424,33419,25808,24407,18625,9155,1401,6316,103,15120,11807,11143,10266,9842,631,877,664,526,259,267,138,3313,3032,1762,1560,281,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
709,0500000US18023,"Clinton County, Indiana",24742,15914,15895,15129,766,19,8828,15895,(X),12667,7382,7382,6985,2493,1749,5304,4107,14539,11857,1538,9,168,283,684,23.7,15129,3613,2207,2581,1860,4868,15129,546,1193,4166,494,1394,820,295,409,971,2864,997,583,397,15129,12915,1303,908,3,12007,499,444,1330,1524,1883,2547,1650,1632,255,243,52488,64032,9481,64010,4243,18915,2436,16040,467,11965,116,3579,1194,8131,129,136,604,714,1217,1971,1522,1367,238,233,63889,74219,24276,3876,29399,39479,29833,44063,31778,31718,28347,21555,10781,3371,8866,649,18037,14440,13775,11981,11240,988,1794,665,448,309,169,217,3597,2937,1650,1547,660,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
710,0500000US18025,"Crawford County, Indiana",8543,4543,4536,4361,175,7,4000,4536,(X),4194,2007,2007,1929,610,392,1378,1033,4325,3672,413,20,45,54,121,33.6,4361,947,918,683,583,1230,4361,152,329,1057,50,451,280,79,105,221,891,476,110,160,4361,3522,576,260,3,3915,306,265,568,499,553,927,462,234,74,27,43875,51724,2542,55560,1778,18623,802,19526,311,9967,28,2643,510,2641,114,92,314,270,412,766,361,218,67,27,54842,61224,21021,1274,25281,29662,29947,40341,30639,10516,9761,6956,4224,755,2517,123,6059,4199,4027,3635,3322,355,392,172,137,105,32,35,1860,1657,764,1079,203,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
711,0500000US18027,"Daviess County, Indiana",24279,15142,15137,14513,624,5,9137,15137,(X),12201,6384,6384,6128,3086,1291,6341,3635,14280,10407,2478,52,539,471,333,25.9,14513,3721,2340,2620,2467,3365,14513,991,1585,3057,297,1454,905,164,383,663,2612,1140,389,873,14513,11702,1863,906,42,11417,611,854,1038,1135,1950,2366,1139,1554,522,248,51032,63729,8746,66335,3837,18098,2025,18938,706,12099,146,2968,1034,8187,287,155,426,662,1465,2048,1011,1390,520,223,62527,75303,22548,3230,22556,32091,30235,44966,33241,32466,24917,18266,10067,7549,10107,3203,17651,13310,12816,10294,9624,913,2522,494,229,89,152,265,4341,2978,1784,1518,1363,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
712,0500000US18029,"Dearborn County, Indiana",39589,26084,26062,24790,1272,22,13505,26062,(X),19920,12245,12245,11873,2978,2131,7691,6116,24653,21262,1859,91,371,195,875,29,24790,7841,4067,5403,2849,4630,24790,166,2177,4169,488,2956,1736,333,1452,1773,5258,2368,974,940,24790,21159,2498,1060,73,18648,1237,665,1350,1712,1947,3812,2610,3531,897,887,65096,78072,14556,79506,6392,18822,3986,20534,1138,10354,419,961,1763,13427,351,280,611,849,1388,2967,2273,3018,835,855,76950,91251,29891,5221,30463,39831,34177,54247,37364,48964,46085,36991,15876,2879,12050,368,28860,23495,22570,20737,19681,1593,1833,925,604,446,162,321,5365,5011,2929,2575,354,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
713,0500000US18031,"Decatur County, Indiana",20928,13718,13718,13121,597,0,7210,13718,(X),10592,6287,6287,6014,2026,1498,4087,3068,12972,10967,1302,77,184,66,376,21.2,13121,3987,2043,2067,1330,3694,13121,570,746,4186,317,1324,375,93,452,914,2286,1056,441,361,13121,11247,1223,638,13,10425,623,403,914,1027,1691,2324,1494,1323,408,218,54622,66565,8113,69738,3485,19222,2055,14588,446,10761,149,2437,1035,7028,241,250,342,502,1192,1578,1184,1155,366,218,62158,77455,26515,3397,33327,40038,34244,49679,36571,26218,24412,19170,8373,1806,6868,302,15316,12438,11942,11026,10436,839,916,496,289,161,141,207,2878,2497,1424,1269,381,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
714,0500000US18033,"DeKalb County, Indiana",33598,22395,22395,21374,1021,0,11203,22395,(X),17052,10360,10360,9897,3032,2188,6926,5281,21073,18213,1952,4,171,264,469,20.3,21374,5755,2950,3781,2142,6746,21374,388,1317,7550,352,2280,920,355,925,1064,3477,1494,769,483,21374,18903,1597,849,25,16789,770,608,1680,2080,2568,3861,2318,1891,560,453,53808,67411,13152,68514,5720,20293,3344,15979,712,11193,159,1214,1751,11431,455,147,538,1174,1657,2859,2012,1687,488,414,64954,77276,27036,5358,30497,41324,31145,49360,32208,42368,38576,30934,12890,3792,11039,1092,24897,20011,19293,17546,16680,1224,1747,718,446,232,223,272,4886,4214,2455,2088,672,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
715,0500000US18035,"Delaware County, Indiana",96784,56923,56883,53067,3816,40,39861,56883,(X),50735,27844,27844,26214,6950,4789,13305,9107,51745,41190,4150,976,2594,1105,1730,20.7,53067,17440,11331,11755,4038,8503,53067,452,2797,6759,980,6420,2025,492,2320,4407,16616,5886,2355,1558,53067,43502,7636,1924,5,46028,4707,2990,6048,5408,6899,8202,4966,4658,883,1267,42705,58857,33791,58746,15439,20075,9900,17790,2611,10092,977,3003,6477,27362,1677,999,2372,2566,3685,6210,4031,3863,834,1125,58367,73925,24234,18666,26084,34603,23054,44119,35887,114196,103927,79721,39597,10269,24075,1180,71964,52494,49158,43477,40336,4352,5681,3336,2354,1660,782,982,19470,17066,11013,7180,2404,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
716,0500000US18037,"Dubois County, Indiana",33040,22545,22545,22194,351,0,10495,22545,(X),16808,10446,10446,10291,3401,2799,6760,5553,22019,19630,1132,12,260,79,906,18.5,22194,6930,3325,4040,2354,5545,22194,839,1365,7478,697,1722,809,280,852,1077,4242,1425,880,528,22194,18935,2086,1167,6,16550,914,785,1426,1646,2095,3349,2671,2600,607,457,58994,72652,13133,73287,5197,19213,2416,16671,527,10859,207,932,999,11219,427,201,500,745,1232,2679,2138,2352,523,422,73269,86195,28932,5331,30832,41720,34111,48201,34551,41628,39227,32904,10837,2401,11029,333,24126,20574,20260,18783,18521,500,1477,314,234,188,47,80,3552,3041,1999,1256,511,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
