STATE_NAME,COUNTY_NAME,countyFIPS,HOSPITAL_TYPE,State,STATE_FIPS,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE
Alabama,Crenshaw,1041.0,Short Term Acute Care Hospital,AL,1.0,65.0,29.0,5,5,0.0,0.12602739,36,2
Alabama,Cullman,1043.0,Psychiatric Hospital,AL,1.0,40.0,40.0,0,0,0.0,0.47232875,0,0
Alabama,Cullman,1043.0,Short Term Acute Care Hospital,AL,1.0,145.0,145.0,12,12,0.0,0.50817192,0,5
Alabama,Dale,1045.0,Short Term Acute Care Hospital,AL,1.0,89.0,77.0,6,6,0.0,0.26493508,12,2
Alabama,Dallas,1047.0,Short Term Acute Care Hospital,AL,1.0,175.0,109.0,23,23,0.0,0.40459973,66,2
Alabama,DeKalb,1049.0,Short Term Acute Care Hospital,AL,1.0,134.0,97.0,12,12,0.0,0.29221863,37,3
Alabama,Elmore,1051.0,Short Term Acute Care Hospital,AL,1.0,69.0,37.0,5,5,0.0,0.29389116,32,2
Alabama,Elmore,1051.0,Short Term Acute Care Hospital,AL,1.0,69.0,33.0,6,6,0.0,0.29804897,36,1
Alabama,Escambia,1053.0,Short Term Acute Care Hospital,AL,1.0,51.0,49.0,6,6,0.0,0.35661170000000003,2,2
Alabama,Escambia,1053.0,Short Term Acute Care Hospital,AL,1.0,91.0,46.0,8,8,0.0,0.33484218,45,2
Alabama,Etowah,1055.0,Rehabilitation Hospital,AL,1.0,44.0,44.0,0,0,0.0,0.89302617,0,0
Alabama,Etowah,1055.0,Short Term Acute Care Hospital,AL,1.0,281.0,256.0,45,45,0.0,0.2634739,25,6
Alabama,Etowah,1055.0,Short Term Acute Care Hospital,AL,1.0,346.0,222.0,40,40,0.0,0.73435766,124,8
Alabama,Etowah,1055.0,Psychiatric Hospital,AL,1.0,68.0,68.0,0,0,0.0,0.36563256,0,0
Alabama,Fayette,1057.0,Short Term Acute Care Hospital,AL,1.0,61.0,45.0,8,8,0.0,0.23372906,16,2
Alabama,Franklin,1059.0,Short Term Acute Care Hospital,AL,1.0,100.0,49.0,7,7,0.0,0.3553257,51,2
Alabama,Franklin,1059.0,Critical Access Hospital,AL,1.0,25.0,25.0,4,4,0.0,0.26641095,0,1
Alabama,Geneva,1061.0,Short Term Acute Care Hospital,AL,1.0,83.0,73.0,6,6,0.0,0.13143179,10,2
Alabama,Greene,1063.0,Short Term Acute Care Hospital,AL,1.0,20.0,20.0,4,4,0.0,0.24164383,0,0
Alabama,Hale,1065.0,Short Term Acute Care Hospital,AL,1.0,39.0,28.0,5,5,0.0,0.26086107,11,0
Alabama,Houston,1069.0,Psychiatric Hospital,AL,1.0,46.0,,0,0,,,46,0
Alabama,Houston,1069.0,Rehabilitation Hospital,AL,1.0,51.0,51.0,0,0,0.0,0.97931772,0,0
Alabama,Houston,1069.0,Long Term Acute Care Hospital,AL,1.0,38.0,38.0,6,6,0.0,0.60836339,0,2
Alabama,Houston,1069.0,Short Term Acute Care Hospital,AL,1.0,420.0,342.0,40,40,16.0,0.77072817,78,8
Alabama,Houston,1069.0,Short Term Acute Care Hospital,AL,1.0,235.0,235.0,26,26,6.0,0.61429322,0,8
Alabama,Jackson,1071.0,Short Term Acute Care Hospital,AL,1.0,170.0,92.0,10,10,0.0,0.62826902,78,2
Alabama,Jefferson,1073.0,Long Term Acute Care Hospital,AL,1.0,45.0,45.0,7,7,0.0,0.45296803,0,2
Alabama,Jefferson,1073.0,Short Term Acute Care Hospital,AL,1.0,310.0,187.0,21,21,0.0,0.45702147,123,3
Alabama,Jefferson,1073.0,VA Hospital,AL,1.0,313.0,129.0,0,0,,,184,0
Alabama,Jefferson,1073.0,Short Term Acute Care Hospital,AL,1.0,595.0,425.0,26,26,32.0,0.4073489,170,8
Alabama,Jefferson,1073.0,Psychiatric Hospital,AL,1.0,94.0,78.0,0,0,0.0,0.79775202,16,1
Alabama,Jefferson,1073.0,Short Term Acute Care Hospital,AL,1.0,1157.0,1100.0,85,85,106.0,0.8154819000000001,57,29
Alabama,Jefferson,1073.0,Short Term Acute Care Hospital,AL,1.0,106.0,12.0,2,2,0.0,0.05913242,94,0
Alabama,Jefferson,1073.0,Short Term Acute Care Hospital,AL,1.0,409.0,400.0,83,83,30.0,0.67396295,9,13
Alabama,Jefferson,1073.0,Short Term Acute Care Hospital,AL,1.0,402.0,373.0,72,72,12.0,0.79304647,29,8
Alabama,Jefferson,1073.0,Childrens Hospital,AL,1.0,332.0,341.0,6,6,72.0,0.75926566,-9,2
Alabama,Jefferson,1073.0,Long Term Acute Care Hospital,AL,1.0,38.0,38.0,14,14,0.0,0.69855803,0,4
Alabama,Jefferson,1073.0,Short Term Acute Care Hospital,AL,1.0,362.0,309.0,44,44,0.0,0.73197675,53,12
Alabama,Jefferson,1073.0,Rehabilitation Hospital,AL,1.0,100.0,100.0,0,0,0.0,0.86668491,0,1
Alabama,Jefferson,1073.0,Rehabilitation Hospital,AL,1.0,,,0,0,,,0,0
Alabama,Jefferson,1073.0,Short Term Acute Care Hospital,AL,1.0,505.0,279.0,33,33,12.0,0.69173664,226,9
Alabama,Lauderdale,1077.0,Short Term Acute Care Hospital,AL,1.0,263.0,233.0,36,36,0.0,0.55744457,30,6
Alabama,Lawrence,1079.0,Short Term Acute Care Hospital,AL,1.0,98.0,43.0,6,6,0.0,0.15132208,55,2
Alabama,Lee,1081.0,Short Term Acute Care Hospital,AL,1.0,314.0,299.0,20,20,0.0,0.68810189,15,10
Alabama,Limestone,1083.0,Short Term Acute Care Hospital,AL,1.0,71.0,66.0,10,10,0.0,0.51843089,5,3
Alabama,Limestone,1083.0,Long Term Acute Care Hospital,AL,1.0,31.0,31.0,8,8,0.0,0.45267344,0,3
Alabama,Macon,1087.0,VA Hospital,AL,1.0,143.0,143.0,0,0,,,0,0
Alabama,Madison,1089.0,Rehabilitation Hospital,AL,1.0,70.0,70.0,0,0,0.0,0.93863016,0,0
Alabama,Madison,1089.0,Short Term Acute Care Hospital,AL,1.0,90.0,90.0,16,16,,,0,0
Alabama,Madison,1089.0,Psychiatric Hospital,AL,1.0,20.0,20.0,0,0,0.0,0.43000001,0,0
Alabama,Madison,1089.0,Short Term Acute Care Hospital,AL,1.0,180.0,183.0,16,16,3.0,0.57648027,-3,3
Alabama,Madison,1089.0,Short Term Acute Care Hospital,AL,1.0,881.0,877.0,67,67,46.0,0.71506852,4,21
Alabama,Marengo,1091.0,Short Term Acute Care Hospital,AL,1.0,99.0,37.0,5,5,0.0,0.36645687,62,2
Alabama,Marion,1093.0,Short Term Acute Care Hospital,AL,1.0,49.0,36.0,4,4,0.0,0.23843227,13,1
Alabama,Marion,1093.0,Short Term Acute Care Hospital,AL,1.0,71.0,61.0,4,4,0.0,0.15535595,10,2
Alabama,Marshall,1095.0,Short Term Acute Care Hospital,AL,1.0,150.0,150.0,20,20,0.0,0.43511954,0,7
Alabama,Mobile,1097.0,Short Term Acute Care Hospital,AL,1.0,406.0,183.0,32,32,0.0,0.87147242,223,4
Alabama,Mobile,1097.0,Psychiatric Hospital,AL,1.0,60.0,60.0,0,0,,,0,0
Alabama,Mobile,1097.0,Short Term Acute Care Hospital,AL,1.0,669.0,611.0,38,38,0.0,0.65003699,58,11
Alabama,Mobile,1097.0,Short Term Acute Care Hospital,AL,1.0,263.0,198.0,20,20,0.0,0.77436006,65,5
Alabama,Mobile,1097.0,Childrens Hospital,AL,1.0,152.0,101.0,118,118,118.0,0.62734205,51,1
Alabama,Mobile,1097.0,Long Term Acute Care Hospital,AL,1.0,31.0,22.0,5,5,0.0,0.98268992,9,2
Alabama,Mobile,1097.0,Short Term Acute Care Hospital,AL,1.0,349.0,349.0,33,33,0.0,0.54951525,0,8
Alabama,Monroe,1099.0,Short Term Acute Care Hospital,AL,1.0,94.0,49.0,8,8,0.0,0.11646631,45,2
Alabama,Montgomery,1101.0,Short Term Acute Care Hospital,AL,1.0,344.0,270.0,34,34,0.0,0.72486049,74,5
Alabama,Montgomery,1101.0,Short Term Acute Care Hospital,AL,1.0,432.0,320.0,26,26,40.0,0.70980448,112,8
Alabama,Montgomery,1101.0,VA Hospital,AL,1.0,143.0,143.0,1,1,,,0,1
Alabama,Montgomery,1101.0,Short Term Acute Care Hospital,AL,1.0,150.0,150.0,12,12,25.0,0.60898942,0,2
Alabama,Montgomery,1101.0,Rehabilitation Hospital,AL,1.0,70.0,70.0,3,3,0.0,0.9322896,0,2
Alabama,Montgomery,1101.0,Long Term Acute Care Hospital,AL,1.0,65.0,65.0,10,10,0.0,0.23207587,0,2
Alabama,Morgan,1103.0,Short Term Acute Care Hospital,AL,1.0,273.0,222.0,23,23,0.0,0.49895102,51,3
Alabama,Pike,1109.0,Short Term Acute Care Hospital,AL,1.0,97.0,97.0,9,9,0.0,0.18395707,0,2
Alabama,Randolph,1111.0,Critical Access Hospital,AL,1.0,15.0,15.0,3,3,0.0,0.22389211,0,1
Alabama,Russell,1113.0,Short Term Acute Care Hospital,AL,1.0,70.0,47.0,8,8,0.0,0.38933256,23,2
Alabama,Russell,1113.0,Rehabilitation Hospital,AL,1.0,58.0,58.0,2,2,0.0,0.95507795,0,2
Alabama,St. Clair,1115.0,Short Term Acute Care Hospital,AL,1.0,40.0,40.0,6,6,0.0,0.58636987,0,2
Alabama,Shelby,1117.0,Short Term Acute Care Hospital,AL,1.0,252.0,212.0,32,32,0.0,0.57423109,40,6
Alabama,Shelby,1117.0,Rehabilitation Hospital,AL,1.0,34.0,34.0,0,0,0.0,0.61333042,0,0
Alabama,Sumter,1119.0,Short Term Acute Care Hospital,AL,1.0,33.0,33.0,6,6,0.0,0.45330012,0,0
Alabama,Talladega,1121.0,Short Term Acute Care Hospital,AL,1.0,168.0,122.0,8,8,0.0,0.25951043,46,2
Alabama,Talladega,1121.0,Short Term Acute Care Hospital,AL,1.0,122.0,103.0,6,6,0.0,0.20712861,19,2
Alabama,Tallapoosa,1123.0,Short Term Acute Care Hospital,AL,1.0,46.0,46.0,8,8,0.0,0.094997019,0,0
Alabama,Tallapoosa,1123.0,Short Term Acute Care Hospital,AL,1.0,81.0,34.0,6,6,0.0,0.46046078,47,2
Alabama,Tuscaloosa,1125.0,VA Hospital,AL,1.0,96.0,96.0,0,0,,,0,0
Alabama,Tuscaloosa,1125.0,Psychiatric Hospital,AL,1.0,24.0,24.0,0,0,,,0,0
Alabama,Tuscaloosa,1125.0,Psychiatric Hospital,AL,1.0,96.0,126.0,0,0,0.0,0.73385519,-30,0
Alabama,Tuscaloosa,1125.0,Psychiatric Hospital,AL,1.0,268.0,98.0,0,0,0.0,0.97738326,170,0
Alabama,Tuscaloosa,1125.0,Long Term Acute Care Hospital,AL,1.0,32.0,32.0,5,5,0.0,0.6071918000000001,0,2
Alabama,Tuscaloosa,1125.0,Short Term Acute Care Hospital,AL,1.0,583.0,524.0,52,52,51.0,0.7311095000000001,59,31
Alabama,Walker,1127.0,Short Term Acute Care Hospital,AL,1.0,267.0,207.0,12,12,0.0,0.29285949,60,4
Alabama,Washington,1129.0,Critical Access Hospital,AL,1.0,25.0,15.0,3,3,0.0,0.43178082,10,1
Alabama,Wilcox,1131.0,Short Term Acute Care Hospital,AL,1.0,30.0,21.0,4,4,0.0,0.06575342299999999,9,0
Alabama,Winston,1133.0,Short Term Acute Care Hospital,AL,1.0,49.0,49.0,4,4,0.0,0.29197651,0,2
Alaska,Anchorage,2020.0,Short Term Acute Care Hospital,AK,2.0,36.0,,10,10,,,36,0
Alaska,Anchorage,2020.0,Department of Defense Hospital,AK,2.0,55.0,55.0,0,0,,,0,0
Alaska,Anchorage,2020.0,Long Term Acute Care Hospital,AK,2.0,56.0,59.0,9,9,0.0,0.61304855,-3,2
Alaska,Anchorage,2020.0,Short Term Acute Care Hospital,AK,2.0,250.0,164.0,14,14,10.0,0.56516874,86,4
Alaska,Anchorage,2020.0,Short Term Acute Care Hospital,AK,2.0,150.0,174.0,30,30,0.0,0.60805118,-24,4
Alaska,Anchorage,2020.0,Psychiatric Hospital,AK,2.0,74.0,,0,0,,,74,0
Alaska,Anchorage,2020.0,Psychiatric Hospital,AK,2.0,80.0,80.0,0,0,0.0,0.50023973,0,0
Alaska,Anchorage,2020.0,Short Term Acute Care Hospital,AK,2.0,401.0,391.0,46,46,66.0,0.74009299,10,11
Alaska,Anchorage,2020.0,VA Hospital,AK,2.0,50.0,50.0,0,0,,,0,0
Alaska,Bethel,2050.0,Short Term Acute Care Hospital,AK,2.0,50.0,34.0,6,6,0.0,0.39991942,16,1
Alaska,Dillingham,2070.0,Critical Access Hospital,AK,2.0,16.0,16.0,3,3,0.0,0.1484589,0,1
Alaska,Fairbanks North Star,2090.0,Short Term Acute Care Hospital,AK,2.0,152.0,122.0,13,13,0.0,0.39546373,30,2
Alaska,Fairbanks North Star,2090.0,Department of Defense Hospital,AK,2.0,23.0,23.0,0,0,,,0,0
Alaska,Juneau,2110.0,Short Term Acute Care Hospital,AK,2.0,73.0,45.0,9,9,0.0,0.36596653,28,2
Alaska,Kenai Peninsula,2122.0,Critical Access Hospital,AK,2.0,22.0,21.0,4,4,0.0,0.37521201,1,1
Alaska,Kenai Peninsula,2122.0,Critical Access Hospital,AK,2.0,6.0,6.0,1,1,0.0,0.21004567,0,0
Alaska,Kenai Peninsula,2122.0,Short Term Acute Care Hospital,AK,2.0,49.0,49.0,6,6,0.0,0.63282079,0,2
Alaska,Ketchikan Gateway,2130.0,Critical Access Hospital,AK,2.0,25.0,25.0,4,4,0.0,0.38246575,0,2
Alaska,Kodiak Island,2150.0,Critical Access Hospital,AK,2.0,25.0,24.0,4,4,0.0,0.20011416,1,2
Alaska,Matanuska-Susitna,2170.0,Short Term Acute Care Hospital,AK,2.0,125.0,74.0,14,14,0.0,0.66927063,51,3
Alaska,Nome,2180.0,Critical Access Hospital,AK,2.0,18.0,18.0,3,3,0.0,0.40167427,0,1
Alaska,North Slope,2185.0,Critical Access Hospital,AK,2.0,10.0,14.0,3,3,0.0,0.17710371,-4,1
Alaska,Northwest Arctic,2188.0,Critical Access Hospital,AK,2.0,17.0,17.0,3,3,0.0,0.24061239999999998,0,0
Alaska,Petersburg,2195.0,Critical Access Hospital,AK,2.0,12.0,12.0,2,2,0.0,0.26826483,0,0
Alaska,Sitka,2220.0,Critical Access Hospital,AK,2.0,25.0,27.0,4,4,0.0,0.33860984,-2,1
Alaska,Valdez-Cordova,2261.0,Critical Access Hospital,AK,2.0,13.0,13.0,2,2,0.0,0.21496312,0,0
Alaska,Valdez-Cordova,2261.0,Critical Access Hospital,AK,2.0,11.0,11.0,2,2,0.0,0.22789539,0,1
Alaska,Wrangell,2275.0,Critical Access Hospital,AK,2.0,8.0,8.0,1,1,0.0,0.2875683,0,0
Arizona,Apache,4001.0,Critical Access Hospital,AZ,4.0,25.0,25.0,4,4,0.0,0.10421918,0,1
Arizona,Apache,4001.0,Critical Access Hospital,AZ,4.0,21.0,21.0,4,4,0.0,0.23710473,0,2
Arizona,Apache,4001.0,Short Term Acute Care Hospital,AZ,4.0,56.0,56.0,10,10,0.0,0.46883562,0,1
Arizona,Apache,4001.0,Short Term Acute Care Hospital,AZ,4.0,60.0,60.0,11,11,0.0,0.22191781,0,1
Arizona,Cochise,4003.0,Critical Access Hospital,AZ,4.0,14.0,14.0,2,2,0.0,0.29726028,0,2
Arizona,Cochise,4003.0,Critical Access Hospital,AZ,4.0,22.0,22.0,4,4,0.0,0.18281445,0,0
Arizona,Cochise,4003.0,Critical Access Hospital,AZ,4.0,24.0,24.0,4,4,0.0,0.090867579,0,0
Arizona,Cochise,4003.0,Short Term Acute Care Hospital,AZ,4.0,100.0,75.0,12,12,0.0,0.47696805,25,4
Arizona,Coconino,4005.0,Short Term Acute Care Hospital,AZ,4.0,264.0,242.0,41,41,18.0,0.57496887,22,7
Arizona,Coconino,4005.0,Critical Access Hospital,AZ,4.0,25.0,25.0,4,4,0.0,0.10027397,0,1
Arizona,Coconino,4005.0,Short Term Acute Care Hospital,AZ,4.0,73.0,73.0,13,13,0.0,0.39703509,0,2
Arizona,Coconino,4005.0,Psychiatric Hospital,AZ,4.0,16.0,16.0,0,0,0.0,0.76541096,0,0
Arizona,Coconino,4005.0,Rehabilitation Hospital,AZ,4.0,40.0,40.0,3,3,0.0,0.42842466,0,2
Arizona,Gila,4007.0,Critical Access Hospital,AZ,4.0,25.0,25.0,4,4,0.0,0.56054795,0,2
Arizona,Gila,4007.0,Critical Access Hospital,AZ,4.0,25.0,25.0,4,4,0.0,0.39209875,0,2
Arizona,Graham,4009.0,Short Term Acute Care Hospital,AZ,4.0,127.0,8.0,1,1,0.0,0.45136985,119,0
Arizona,Graham,4009.0,Short Term Acute Care Hospital,AZ,4.0,49.0,49.0,9,9,0.0,0.171149,0,2
Arizona,La Paz,4012.0,Critical Access Hospital,AZ,4.0,17.0,17.0,3,3,0.0,0.12410959,0,0
Arizona,La Paz,4012.0,Critical Access Hospital,AZ,4.0,25.0,25.0,3,3,0.0,0.35605478,0,2
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,50.0,50.0,9,9,,,0,2
Arizona,Maricopa,4013.0,Long Term Acute Care Hospital,AZ,4.0,48.0,48.0,11,11,0.0,0.87380135,0,4
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,8.0,,32,32,,,8,0
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,,,32,32,,,0,0
Arizona,Maricopa,4013.0,Rehabilitation Hospital,AZ,4.0,50.0,50.0,0,0,0.0,0.92465752,0,0
Arizona,Maricopa,4013.0,Childrens Hospital,AZ,4.0,22.0,22.0,8,8,,,0,0
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,127.0,124.0,0,0,0.0,0.84412587,3,0
Arizona,Maricopa,4013.0,Rehabilitation Hospital,AZ,4.0,60.0,60.0,0,0,0.0,0.64525115,0,0
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,3.0,,32,32,,,3,0
Arizona,Maricopa,4013.0,Long Term Acute Care Hospital,AZ,4.0,48.0,48.0,7,7,0.0,0.66038811,0,3
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,475.0,159.0,0,0,0.0,0.5915913,316,0
Arizona,Maricopa,4013.0,Rehabilitation Hospital,AZ,4.0,40.0,40.0,0,0,0.0,0.65082192,0,0
Arizona,Maricopa,4013.0,Long Term Acute Care Hospital,AZ,4.0,58.0,58.0,9,9,0.0,0.20581011,0,2
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,156.0,124.0,0,0,0.0,0.8581087,32,0
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,16.0,16.0,3,3,0.0,0.1875,0,2
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,23.0,23.0,4,4,,,0,2
Arizona,Maricopa,4013.0,Rehabilitation Hospital,AZ,4.0,50.0,50.0,0,0,0.0,0.77468491,0,0
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,68.0,18.0,3,3,,,50,0
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,102.0,102.0,0,0,0.0,0.9091593000000001,0,0
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,106.0,,0,0,,,106,0
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,38.0,38.0,7,7,,0.19122808,0,2
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,26.0,,4,4,,,26,0
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,138.0,138.0,0,0,0.0,0.74734962,0,0
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,74.0,74.0,15,15,,0.30152568,0,2
Arizona,Maricopa,4013.0,Rehabilitation Hospital,AZ,4.0,60.0,57.0,5,5,0.0,0.89025068,3,2
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,122.0,122.0,1,1,0.0,0.96200317,0,2
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,64.0,64.0,4,4,0.0,0.3588613,0,1
Arizona,Maricopa,4013.0,Rehabilitation Hospital,AZ,4.0,75.0,75.0,0,0,0.0,0.53519636,0,0
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,100.0,100.0,0,0,0.0,0.85279453,0,0
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,57.0,57.0,0,0,0.0,0.82239848,0,0
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,82.0,146.0,0,0,0.0,0.86483395,-64,0
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,72.0,72.0,0,0,0.0,0.9701674000000001,0,0
Arizona,Maricopa,4013.0,VA Hospital,AZ,4.0,62.0,62.0,0,0,,,0,0
Arizona,Maricopa,4013.0,Psychiatric Hospital,AZ,4.0,,,0,0,,,0,0
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,317.0,317.0,24,24,0.0,0.60795993,0,6
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,133.0,133.0,23,23,0.0,0.15672056,0,2
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,136.0,120.0,14,14,0.0,0.43527398,16,4
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,427.0,427.0,25,25,24.0,0.62469125,0,6
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,359.0,318.0,26,26,0.0,0.58799863,41,10
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,555.0,499.0,40,40,0.0,0.60060394,56,13
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,204.0,204.0,36,36,0.0,0.71410155,0,7
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,394.0,314.0,34,34,0.0,0.52295613,80,7
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,217.0,217.0,38,38,0.0,0.59978038,0,9
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,177.0,165.0,24,24,0.0,0.80312163,12,3
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,292.0,266.0,30,30,0.0,0.77646512,26,13
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,23.0,23.0,4,4,0.0,0.24586064,0,0
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,32.0,32.0,6,6,0.0,0.21241438,0,2
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,200.0,179.0,20,20,0.0,0.74362898,21,9
Arizona,Maricopa,4013.0,Critical Access Hospital,AZ,4.0,19.0,19.0,3,3,0.0,0.15789473,0,2
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,24.0,24.0,4,4,0.0,0.22979452,0,0
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,197.0,198.0,24,24,0.0,0.71210736,-1,8
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,178.0,142.0,30,30,0.0,0.45948294,36,5
Arizona,Maricopa,4013.0,Childrens Hospital,AZ,4.0,435.0,433.0,81,81,81.0,0.52673608,2,6
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,111.0,111.0,19,19,0.0,0.48888066,0,4
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,766.0,622.0,46,46,0.0,0.72841477,144,26
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,120.0,120.0,8,8,0.0,0.54415524,0,3
Arizona,Maricopa,4013.0,Short Term Acute Care Hospital,AZ,4.0,262.0,262.0,20,20,0.0,0.57754886,0,8
