Date,Bexar County,Dallas County,Harris County,Hidalgo County,Tarrant County
2020-03-09,0.0,0.0,1.0,0.0,0.0
2020-03-10,0.0,2.0,1.0,0.0,1.0
2020-03-11,0.0,0.0,0.0,0.0,0.0
2020-03-12,0.0,1.0,1.0,0.0,0.0
2020-03-13,0.0,4.0,1.0,0.0,0.0
2020-03-14,1.0,1.0,1.0,0.0,2.0
2020-03-15,2.0,3.0,0.0,0.0,0.0
2020-03-16,0.0,0.0,0.0,0.0,0.0
2020-03-17,0.0,0.0,0.0,0.0,0.0
2020-03-18,1.0,4.0,0.0,0.0,2.0
2020-03-19,2.0,39.0,0.0,0.0,14.0
2020-03-20,6.0,20.0,26.0,0.0,0.0
2020-03-21,10.0,0.0,0.0,0.0,0.0
2020-03-22,2.0,0.0,0.0,0.0,0.0
2020-03-23,33.0,81.0,18.0,2.0,38.0
2020-03-24,12.0,14.0,25.0,0.0,14.0
2020-03-25,15.0,78.0,40.0,4.0,19.0
2020-03-26,29.0,56.0,66.0,5.0,10.0
2020-03-27,7.0,64.0,18.0,7.0,14.0
2020-03-28,20.0,72.0,26.0,9.0,14.0
2020-03-29,17.0,49.0,216.0,1.0,11.0
2020-03-30,11.0,61.0,81.0,10.0,16.0
2020-03-31,39.0,82.0,37.0,8.0,118.0
2020-04-01,22.0,100.0,117.0,16.0,15.0
2020-04-02,25.0,100.0,167.0,17.0,37.0
2020-04-03,88.0,90.0,108.0,7.0,58.0
2020-04-04,42.0,94.0,151.0,0.0,21.0
2020-04-05,26.0,97.0,178.0,0.0,14.0
2020-04-06,46.0,43.0,111.0,13.0,34.0
2020-04-07,36.0,106.0,414.0,14.0,65.0
2020-04-08,62.0,63.0,337.0,26.0,71.0
2020-04-09,61.0,108.0,195.0,0.0,49.0
2020-04-10,50.0,105.0,706.0,7.0,68.0
2020-04-11,58.0,107.0,214.0,35.0,82.0
2020-04-12,49.0,79.0,300.0,7.0,19.0
2020-04-13,22.0,65.0,68.0,2.0,70.0
2020-04-14,0.0,0.0,118.0,8.0,0.0
2020-04-15,96.0,198.0,160.0,19.0,114.0
2020-04-16,28.0,80.0,190.0,18.0,103.0
2020-04-17,41.0,124.0,209.0,0.0,82.0
2020-04-18,0.0,0.0,154.0,7.0,0.0
2020-04-19,56.0,238.0,193.0,13.0,67.0
2020-04-20,0.0,0.0,170.0,6.0,0.0
2020-04-21,14.0,84.0,154.0,7.0,7.0
2020-04-22,51.0,90.0,166.0,7.0,84.0
2020-04-23,46.0,81.0,68.0,6.0,97.0
2020-04-24,41.0,80.0,119.0,9.0,129.0
2020-04-25,28.0,71.0,152.0,9.0,147.0
2020-04-26,36.0,75.0,146.0,4.0,130.0
2020-04-27,23.0,105.0,101.0,5.0,111.0
2020-04-28,21.0,91.0,98.0,2.0,72.0
2020-04-29,32.0,135.0,159.0,5.0,69.0
2020-04-30,19.0,112.0,175.0,9.0,61.0
2020-05-01,48.0,179.0,195.0,10.0,97.0
2020-05-02,103.0,187.0,195.0,5.0,142.0
2020-05-03,108.0,181.0,157.0,1.0,115.0
2020-05-04,28.0,234.0,130.0,1.0,81.0
2020-05-05,39.0,237.0,129.0,12.0,40.0
2020-05-06,25.0,253.0,161.0,0.0,62.0
2020-05-07,84.0,246.0,116.0,6.0,127.0
2020-05-08,44.0,251.0,133.0,9.0,143.0
2020-05-09,30.0,249.0,217.0,9.0,171.0
2020-05-10,66.0,250.0,209.0,10.0,83.0
2020-05-11,0.0,251.0,75.0,2.0,485.0
2020-05-12,19.0,253.0,298.0,5.0,50.0
2020-05-13,22.0,236.0,240.0,9.0,65.0
2020-05-14,34.0,243.0,205.0,6.0,266.0
2020-05-15,65.0,235.0,196.0,8.0,135.0
2020-05-16,79.0,199.0,233.0,8.0,55.0
2020-05-17,0.0,214.0,76.0,0.0,84.0
2020-05-18,0.0,205.0,339.0,15.0,97.0
2020-05-19,72.0,224.0,170.0,8.0,112.0
2020-05-20,86.0,225.0,224.0,9.0,84.0
2020-05-21,44.0,0.0,236.0,10.0,68.0
2020-05-22,49.0,369.0,188.0,5.0,92.0
2020-05-23,21.0,204.0,243.0,10.0,96.0
2020-05-24,26.0,172.0,244.0,0.0,52.0
2020-05-25,24.0,178.0,151.0,15.0,26.0
2020-05-26,7.0,171.0,74.0,7.0,0.0
2020-05-27,31.0,190.0,286.0,12.0,62.0
2020-05-28,45.0,197.0,261.0,21.0,151.0
2020-05-29,58.0,202.0,228.0,0.0,104.0
2020-05-30,53.0,200.0,239.0,11.0,85.0
2020-05-31,189.0,219.0,211.0,12.0,84.0
2020-06-01,5.0,228.0,56.0,15.0,50.0
2020-06-02,9.0,228.0,388.0,9.0,21.0
2020-06-03,43.0,257.0,363.0,26.0,89.0
2020-06-04,71.0,239.0,241.0,24.0,138.0
2020-06-05,65.0,285.0,335.0,45.0,102.0
2020-06-06,125.0,298.0,337.0,0.0,122.0
2020-06-07,147.0,289.0,483.0,22.0,88.0
2020-06-08,21.0,263.0,163.0,0.0,77.0
2020-06-09,22.0,254.0,332.0,58.0,219.0
2020-06-10,180.0,298.0,320.0,45.0,64.0
2020-06-11,135.0,300.0,314.0,38.0,166.0
2020-06-12,192.0,312.0,312.0,70.0,225.0
2020-06-13,172.0,328.0,324.0,55.0,296.0
2020-06-14,230.0,345.0,380.0,0.0,133.0
2020-06-15,151.0,302.0,210.0,83.0,81.0
2020-06-16,44.0,305.0,504.0,62.0,164.0
2020-06-17,439.0,306.0,425.0,143.0,144.0
2020-06-18,266.0,413.0,450.0,92.0,180.0
2020-06-19,408.0,392.0,395.0,100.0,277.0
2020-06-20,412.0,394.0,1187.0,109.0,232.0
2020-06-21,382.0,395.0,1135.0,0.0,180.0
2020-06-22,538.0,408.0,179.0,133.0,444.0
2020-06-23,274.0,454.0,1994.0,193.0,171.0
2020-06-24,311.0,445.0,1374.0,248.0,260.0
2020-06-25,347.0,391.0,1365.0,373.0,460.0
2020-06-26,638.0,403.0,1231.0,210.0,517.0
2020-06-27,405.0,496.0,1238.0,179.0,343.0
2020-06-28,795.0,561.0,908.0,0.0,377.0
2020-06-29,495.0,570.0,113.0,402.0,393.0
2020-06-30,650.0,572.0,1453.0,248.0,263.0
2020-07-01,1268.0,601.0,693.0,440.0,605.0
2020-07-02,439.0,544.0,1437.0,270.0,606.0
2020-07-03,374.0,708.0,1249.0,268.0,473.0
2020-07-04,1334.0,1085.0,1208.0,278.0,0.0
2020-07-05,341.0,1103.0,597.0,0.0,0.0
2020-07-06,198.0,1062.0,684.0,547.0,585.0
2020-07-07,351.0,1214.0,1179.0,0.0,820.0
2020-07-08,778.0,1077.0,1535.0,102.0,757.0
2020-07-09,845.0,1029.0,701.0,335.0,595.0
2020-07-10,733.0,1201.0,907.0,278.0,520.0
2020-07-11,0.0,1164.0,1081.0,1274.0,634.0
2020-07-12,0.0,1101.0,1939.0,393.0,423.0
2020-07-13,0.0,1174.0,1429.0,313.0,404.0
2020-07-14,0.0,1114.0,2001.0,0.0,322.0
2020-07-15,0.0,1000.0,1658.0,157.0,531.0
2020-07-16,9589.0,1055.0,1343.0,396.0,857.0
2020-07-17,478.0,1027.0,1599.0,651.0,562.0
2020-07-18,1108.0,1195.0,1586.0,1248.0,474.0
2020-07-19,2202.0,1031.0,1251.0,451.0,288.0
2020-07-20,481.0,1044.0,963.0,1320.0,422.0
2020-07-21,1580.0,1026.0,1326.0,524.0,385.0
2020-07-22,659.0,734.0,1385.0,339.0,663.0
2020-07-23,1078.0,413.0,1444.0,650.0,871.0
2020-07-24,299.0,648.0,1492.0,813.0,431.0
2020-07-25,758.0,659.0,1203.0,564.0,595.0
2020-07-26,393.0,1267.0,1494.0,0.0,584.0
2020-07-27,355.0,800.0,1236.0,0.0,353.0
2020-07-28,1546.0,426.0,846.0,606.0,240.0
2020-07-29,946.0,789.0,1465.0,329.0,576.0
2020-07-30,1323.0,704.0,1466.0,287.0,836.0
2020-07-31,550.0,537.0,1724.0,271.0,672.0
2020-08-01,335.0,707.0,2114.0,360.0,587.0
2020-08-02,0.0,0.0,0.0,0.0,0.0
2020-08-03,0.0,1132.0,3678.0,347.0,644.0
2020-08-04,136.0,382.0,1463.0,398.0,303.0
2020-08-05,340.0,641.0,1438.0,498.0,805.0
2020-08-06,325.0,508.0,1371.0,450.0,65.0
2020-08-07,360.0,230.0,1005.0,404.0,423.0
2020-08-08,232.0,422.0,1264.0,431.0,272.0
2020-08-09,252.0,540.0,1417.0,0.0,765.0
2020-08-10,176.0,843.0,1157.0,207.0,490.0
2020-08-11,205.0,581.0,806.0,407.0,292.0
2020-08-12,291.0,298.0,942.0,283.0,197.0
2020-08-13,308.0,234.0,989.0,336.0,404.0
2020-08-14,60.0,641.0,931.0,508.0,333.0
2020-08-15,170.0,885.0,1149.0,531.0,471.0
2020-08-16,59.0,754.0,1124.0,0.0,1436.0
2020-08-17,70.0,5361.0,555.0,207.0,687.0
2020-08-18,143.0,1850.0,691.0,0.0,242.0
2020-08-19,0.0,787.0,928.0,813.0,451.0
2020-08-20,191.0,399.0,804.0,290.0,330.0
2020-08-21,186.0,308.0,955.0,397.0,190.0
2020-08-22,514.0,714.0,1027.0,480.0,197.0
2020-08-23,99.0,1086.0,1087.0,0.0,215.0
2020-08-24,109.0,332.0,761.0,501.0,212.0
2020-08-25,124.0,182.0,784.0,675.0,90.0
2020-08-26,134.0,217.0,881.0,782.0,359.0
2020-08-27,189.0,578.0,906.0,655.0,168.0
2020-08-28,272.0,219.0,593.0,471.0,193.0
2020-08-29,208.0,276.0,1418.0,175.0,202.0
2020-08-30,110.0,434.0,1561.0,0.0,202.0
2020-08-31,40.0,360.0,1108.0,156.0,168.0
2020-09-01,222.0,460.0,838.0,130.0,118.0
2020-09-02,250.0,622.0,895.0,131.0,154.0
2020-09-03,157.0,358.0,595.0,239.0,171.0
2020-09-04,114.0,250.0,734.0,270.0,160.0
2020-09-05,131.0,195.0,1015.0,191.0,154.0
2020-09-06,228.0,398.0,928.0,0.0,249.0
2020-09-07,0.0,247.0,763.0,222.0,0.0
2020-09-08,193.0,261.0,0.0,141.0,0.0
2020-09-09,151.0,139.0,514.0,161.0,221.0
2020-09-10,69.0,376.0,723.0,189.0,350.0
2020-09-11,118.0,152.0,742.0,0.0,157.0
2020-09-12,124.0,259.0,1257.0,253.0,168.0
2020-09-13,1717.0,165.0,388.0,0.0,155.0
2020-09-14,101.0,156.0,1023.0,111.0,294.0
2020-09-15,115.0,440.0,1396.0,73.0,256.0
2020-09-16,153.0,190.0,2768.0,202.0,385.0
2020-09-17,141.0,311.0,435.0,325.0,378.0
2020-09-18,162.0,458.0,857.0,329.0,230.0
2020-09-19,173.0,355.0,817.0,202.0,239.0
2020-09-20,2581.0,156.0,819.0,0.0,309.0
2020-09-21,102.0,771.0,553.0,0.0,328.0
2020-09-22,196.0,316.0,14129.0,166.0,302.0
2020-09-23,155.0,172.0,527.0,0.0,274.0
2020-09-24,177.0,346.0,544.0,419.0,322.0
2020-09-25,224.0,703.0,664.0,209.0,511.0
2020-09-26,100.0,1179.0,851.0,191.0,330.0
2020-09-27,2850.0,373.0,336.0,0.0,240.0
2020-09-28,63.0,197.0,485.0,0.0,180.0
2020-09-29,469.0,197.0,354.0,115.0,229.0
2020-09-30,155.0,789.0,608.0,158.0,447.0
2020-10-01,104.0,249.0,366.0,149.0,323.0
2020-10-02,103.0,0.0,849.0,214.0,257.0
2020-10-03,145.0,508.0,2704.0,208.0,304.0
2020-10-04,494.0,260.0,1064.0,0.0,382.0
2020-10-05,68.0,617.0,510.0,0.0,482.0
2020-10-06,193.0,450.0,427.0,214.0,208.0
2020-10-07,214.0,246.0,534.0,193.0,224.0
2020-10-08,170.0,343.0,625.0,205.0,438.0
2020-10-09,191.0,198.0,377.0,130.0,492.0
2020-10-10,80.0,419.0,405.0,204.0,278.0
2020-10-11,90.0,460.0,450.0,0.0,335.0
2020-10-12,46.0,418.0,535.0,0.0,683.0
2020-10-13,172.0,446.0,302.0,143.0,289.0
2020-10-14,132.0,606.0,417.0,119.0,454.0
2020-10-15,224.0,454.0,743.0,174.0,436.0
2020-10-16,184.0,537.0,354.0,246.0,522.0
2020-10-17,187.0,462.0,594.0,145.0,494.0
2020-10-18,2699.0,599.0,384.0,0.0,501.0
2020-10-19,98.0,554.0,412.0,0.0,396.0
2020-10-20,168.0,331.0,398.0,0.0,307.0
2020-10-21,213.0,472.0,427.0,164.0,395.0
2020-10-22,207.0,523.0,843.0,0.0,513.0
2020-10-23,247.0,351.0,707.0,456.0,660.0
2020-10-24,215.0,533.0,650.0,171.0,678.0
2020-10-25,140.0,648.0,987.0,0.0,660.0
2020-10-26,151.0,703.0,379.0,0.0,595.0
2020-10-27,174.0,391.0,514.0,130.0,422.0
2020-10-28,281.0,419.0,345.0,181.0,401.0
2020-10-29,201.0,479.0,915.0,204.0,533.0
2020-10-30,177.0,565.0,452.0,177.0,483.0
2020-10-31,273.0,670.0,629.0,123.0,611.0
2020-11-01,191.0,622.0,693.0,0.0,496.0
2020-11-02,167.0,704.0,501.0,0.0,657.0
2020-11-03,298.0,477.0,480.0,160.0,446.0
2020-11-04,185.0,598.0,558.0,202.0,571.0
2020-11-05,195.0,687.0,600.0,130.0,577.0
2020-11-06,218.0,601.0,807.0,216.0,795.0
2020-11-07,238.0,867.0,715.0,193.0,819.0
2020-11-08,262.0,654.0,578.0,0.0,782.0
2020-11-09,417.0,807.0,786.0,0.0,351.0
2020-11-10,332.0,1095.0,625.0,198.0,1415.0
2020-11-11,0.0,1267.0,790.0,147.0,850.0
2020-11-12,337.0,926.0,2089.0,183.0,684.0
2020-11-13,691.0,411.0,1081.0,0.0,885.0
